ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:52+0000,4Patriots LLC,0,99,0,999,0.011364,Alabama,0.011364,Oregon,0.005682,Nevada,0.003788,New Hampshire,0.015152,New Jersey,0.00947,New Mexico,0.034091,New York,0.030303,North Carolina,0.00947,North Dakota,0.032197,Ohio,0.020833,Oklahoma,0.024621,Pennsylvania,0.003788,Montana,0.024621,South Carolina,0.005682,South Dakota,0.022727,Tennessee,0.109848,Texas,0.011364,Utah,0.024621,Virginia,0.030303,Washington,0.017045,West Virginia,0.030303,Wisconsin,0.00947,Nebraska,0.026515,Missouri,0.030303,Arizona,0.039773,Illinois,0.011364,Arkansas,0.104167,California,0.007576,Colorado,0.001894,Connecticut,0.003788,Delaware,0.005682,"Washington, District of Columbia",0.049242,Florida,0.028409,Georgia,0.001894,Idaho,0.017045,Indiana,0.00947,Mississippi,0.017045,Iowa,0.022727,Kansas,0.00947,Kentucky,0.026515,Louisiana,0.005682,Maine,0.015152,Maryland,0.020833,Massachusetts,0.026515,Michigan,0.015152,Minnesota,0.005682,Wyoming,,,,,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:52+0000,4Patriots LLC,0,99,0,999,0.023256,Alabama,0.01938,Oregon,0.007752,New Hampshire,0.01938,New Jersey,0.01938,New Mexico,0.03876,New York,0.031008,North Carolina,0.011628,North Dakota,0.031008,Ohio,0.015504,Oklahoma,0.034884,Pennsylvania,0.003876,Nebraska,0.007752,South Carolina,0.003876,South Dakota,0.01938,Tennessee,0.104651,Texas,0.007752,Utah,0.042636,Virginia,0.023256,Washington,0.003876,West Virginia,0.015504,Wisconsin,0.015504,Nevada,0.007752,Montana,0.046512,Arizona,0.011628,Indiana,0.015504,Arkansas,0.093023,California,0.015504,Colorado,0.003876,Connecticut,0.062016,Florida,0.034884,Georgia,0.007752,Idaho,0.023256,Illinois,0.011628,Iowa,0.015504,Missouri,0.011628,Kansas,0.011628,Kentucky,0.007752,Louisiana,0.011628,Maine,0.011628,Maryland,0.034884,Massachusetts,0.023256,Michigan,0.01938,Minnesota,0.015504,Mississippi,0.003876,Wyoming,,,,,,,,,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:43+0000,4Patriots LLC,0,99,1000,4999,0.02119,Alabama,0.043123,Pennsylvania,0.004461,New Hampshire,0.020074,New Jersey,0.013383,New Mexico,0.045725,New York,0.030112,North Carolina,0.003717,North Dakota,0.039033,Ohio,0.016357,Oklahoma,0.01487,Oregon,0.005948,Rhode Island,0.005948,Nebraska,0.01487,South Carolina,0.004089,South Dakota,0.020074,Tennessee,0.081784,Texas,0.008178,Utah,0.003717,Vermont,0.024164,Virginia,0.031227,Washington,0.006691,West Virginia,0.015613,Wisconsin,0.012639,Nevada,0.00855,Montana,0.028625,Arizona,0.033457,Illinois,0.010781,Arkansas,0.101115,California,0.028625,Colorado,0.009294,Connecticut,0.005204,Delaware,0.001487,"Washington, District of Columbia",0.066914,Florida,0.023792,Georgia,0.009294,Idaho,0.02342,Indiana,0.018216,Missouri,0.00855,Iowa,0.014126,Kansas,0.016357,Kentucky,0.015242,Louisiana,0.005576,Maine,0.010409,Maryland,0.015242,Massachusetts,0.031227,Michigan,0.013383,Minnesota,0.010781,Mississippi,0.003346,Wyoming,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:43+0000,4Patriots LLC,0,99,1000,4999,0.01626,Alabama,0.045085,Pennsylvania,0.005174,New Hampshire,0.029564,New Jersey,0.011086,New Mexico,0.063562,New York,0.031781,North Carolina,0.000739,North Dakota,0.036216,Ohio,0.013304,Oklahoma,0.018477,Oregon,0.002956,Rhode Island,0.007391,Nebraska,0.012565,South Carolina,0.002217,South Dakota,0.027347,Tennessee,0.081301,Texas,0.009608,Utah,0.022173,Virginia,0.025868,Washington,0.002956,West Virginia,0.00813,Wisconsin,0.00813,Nevada,0.003695,Montana,0.02439,Arizona,0.029564,Illinois,0.012565,Arkansas,0.161123,California,0.01626,Colorado,0.008869,Connecticut,0.004435,Delaware,0.001478,"Washington, District of Columbia",0.067997,Florida,0.021434,Georgia,0.012565,Idaho,0.015521,Indiana,0.016999,Missouri,0.011086,Iowa,0.005913,Kansas,0.00813,Kentucky,0.014043,Louisiana,0.005174,Maine,0.015521,Maryland,0.011826,Massachusetts,0.019956,Michigan,0.018477,Minnesota,0.00813,Mississippi,0.002956,Wyoming,,,,,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:43+0000,4Patriots LLC,0,99,1000,4999,0.023875,Alabama,0.034894,Pennsylvania,0.009183,New Hampshire,0.018365,New Jersey,0.013774,New Mexico,0.040404,New York,0.023875,North Carolina,0.001837,North Dakota,0.03214,Ohio,0.028466,Oklahoma,0.015611,Oregon,0.001837,Rhode Island,0.007346,Nebraska,0.023875,South Carolina,0.00551,South Dakota,0.028466,Tennessee,0.115702,Texas,0.008264,Utah,0.002755,Vermont,0.020202,Virginia,0.017447,Washington,0.008264,West Virginia,0.019284,Wisconsin,0.008264,Nevada,0.007346,Montana,0.019284,Arizona,0.035813,Illinois,0.017447,Arkansas,0.052342,California,0.017447,Colorado,0.004591,Connecticut,0.002755,Delaware,0.000918,"Washington, District of Columbia",0.055096,Florida,0.031221,Georgia,0.010101,Idaho,0.036731,Indiana,0.025712,Missouri,0.011938,Iowa,0.012856,Kansas,0.017447,Kentucky,0.028466,Louisiana,0.00551,Maine,0.011019,Maryland,0.011938,Massachusetts,0.027548,Michigan,0.02112,Minnesota,0.019284,Mississippi,0.006428,Wyoming,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:37+0000,4Patriots LLC,0,99,0,999,0.014151,Alabama,0.036164,Pennsylvania,0.003145,New Hampshire,0.028302,New Jersey,0.009434,New Mexico,0.037736,New York,0.02673,North Carolina,0.001572,North Dakota,0.037736,Ohio,0.022013,Oklahoma,0.011006,Oregon,0.003145,Rhode Island,0.007862,Nebraska,0.006289,South Carolina,0.007862,South Dakota,0.033019,Tennessee,0.099057,Texas,0.004717,Utah,0.001572,Vermont,0.02044,Virginia,0.025157,Washington,0.007862,West Virginia,0.011006,Wisconsin,0.003145,Nevada,0.003145,Montana,0.031447,Arizona,0.044025,Illinois,0.012579,Arkansas,0.119497,California,0.028302,Colorado,0.004717,Connecticut,0.001572,Delaware,0.001572,"Washington, District of Columbia",0.055031,Florida,0.025157,Georgia,0.004717,Idaho,0.029874,Indiana,0.025157,Missouri,0.009434,Iowa,0.017296,Kansas,0.014151,Kentucky,0.014151,Louisiana,0.003145,Maine,0.012579,Maryland,0.023585,Massachusetts,0.02044,Michigan,0.022013,Minnesota,0.007862,Mississippi,0.009434,Wyoming,,,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:37+0000,4Patriots LLC,0,99,0,999,0.025105,Alabama,0.037657,Pennsylvania,0.012552,New Hampshire,0.016736,New Jersey,0.016736,New Mexico,0.041841,New York,0.012552,North Carolina,0.037657,Ohio,0.020921,Oklahoma,0.029289,Oregon,0.025105,South Carolina,0.004184,Nebraska,0.004184,South Dakota,0.020921,Tennessee,0.100418,Texas,0.004184,Utah,0.020921,Virginia,0.041841,Washington,0.004184,West Virginia,0.004184,Wisconsin,0.012552,Nevada,0.012552,Montana,0.037657,Arizona,0.025105,Indiana,0.012552,Arkansas,0.09205,California,0.012552,Colorado,0.004184,Connecticut,0.066946,Florida,0.025105,Georgia,0.025105,Idaho,0.025105,Illinois,0.012552,Iowa,0.029289,Missouri,0.012552,Kansas,0.012552,Kentucky,0.020921,Louisiana,0.008368,Maine,0.004184,Maryland,0.004184,Massachusetts,0.029289,Michigan,0.025105,Mississippi,0.008368,Wyoming,,,,,,,,,,,,,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:37+0000,4Patriots LLC,0,99,0,999,0.027397,Alabama,0.048924,Pennsylvania,0.001957,New Hampshire,0.013699,New Jersey,0.007828,New Mexico,0.039139,New York,0.031311,North Carolina,0.003914,North Dakota,0.043053,Ohio,0.015656,Oklahoma,0.017613,Oregon,0.001957,Rhode Island,0.007828,Nebraska,0.017613,South Carolina,0.003914,South Dakota,0.033268,Tennessee,0.078278,Texas,0.001957,Utah,0.003914,Vermont,0.015656,Virginia,0.037182,Washington,0.007828,West Virginia,0.017613,Nevada,0.009785,Montana,0.02544,Arizona,0.02544,Illinois,0.005871,Arkansas,0.131115,California,0.021526,Colorado,0.009785,Connecticut,0.005871,Delaware,0.001957,"Washington, District of Columbia",0.043053,Florida,0.035225,Georgia,0.003914,Idaho,0.017613,Indiana,0.023483,Missouri,0.015656,Iowa,0.017613,Kansas,0.017613,Kentucky,0.003914,Louisiana,0.001957,Maine,0.017613,Maryland,0.017613,Massachusetts,0.023483,Michigan,0.017613,Minnesota,0.013699,Mississippi,0.015656,Wisconsin,,,,,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:36+0000,4Patriots LLC,0,99,0,999,0.025723,Alabama,0.003215,Rhode Island,0.025723,New Jersey,0.006431,New Mexico,0.012862,New York,0.038585,North Carolina,0.038585,Ohio,0.03537,Oklahoma,0.019293,Oregon,0.028939,Pennsylvania,0.012862,South Carolina,0.006431,Nevada,0.003215,South Dakota,0.022508,Tennessee,0.102894,Texas,0.012862,Utah,0.003215,Vermont,0.019293,Virginia,0.054662,Washington,0.006431,West Virginia,0.006431,Wisconsin,0.003215,New Hampshire,0.009646,Nebraska,0.032154,Arizona,0.022508,Iowa,0.019293,Arkansas,0.096463,California,0.009646,Colorado,0.003215,Connecticut,0.028939,Florida,0.032154,Georgia,0.016077,Idaho,0.032154,Illinois,0.028939,Indiana,0.012862,Kansas,0.006431,Montana,0.022508,Kentucky,0.009646,Louisiana,0.003215,Maine,0.003215,Maryland,0.025723,Massachusetts,0.022508,Michigan,0.019293,Minnesota,0.032154,Mississippi,0.019293,Missouri,0.003215,Wyoming,,,,,,,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:36+0000,4Patriots LLC,0,99,1000,4999,0.015733,Alabama,0.044248,Pennsylvania,0.004916,New Hampshire,0.022616,New Jersey,0.012783,New Mexico,0.039331,New York,0.023599,North Carolina,0.00295,North Dakota,0.043265,Ohio,0.018682,Oklahoma,0.015733,Oregon,0.001967,Rhode Island,0.0059,Nebraska,0.011799,South Carolina,0.003933,South Dakota,0.016716,Tennessee,0.079646,Texas,0.004916,Utah,0.000983,Vermont,0.019666,Virginia,0.031465,Washington,0.00885,West Virginia,0.019666,Wisconsin,0.012783,Nevada,0.013766,Montana,0.030482,Arizona,0.034415,Illinois,0.014749,Arkansas,0.102262,California,0.031465,Colorado,0.000983,Connecticut,0.001967,Delaware,0.000983,"Washington, District of Columbia",0.056047,Florida,0.027532,Georgia,0.00885,Idaho,0.027532,Indiana,0.027532,Missouri,0.010816,Iowa,0.015733,Kansas,0.014749,Kentucky,0.014749,Louisiana,0.003933,Maine,0.011799,Maryland,0.020649,Massachusetts,0.035398,Michigan,0.016716,Minnesota,0.009833,Mississippi,0.004916,Wyoming,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-19T10:41:36+0000,4Patriots LLC,0,99,0,999,0.013587,Alabama,0.048913,Pennsylvania,0.021739,New Jersey,0.01087,New Mexico,0.057065,New York,0.032609,North Carolina,0.002717,North Dakota,0.035326,Ohio,0.019022,Oklahoma,0.021739,Oregon,0.008152,Rhode Island,0.008152,Nebraska,0.013587,South Carolina,0.008152,South Dakota,0.024457,Tennessee,0.097826,Texas,0.008152,Utah,0.032609,Virginia,0.029891,Washington,0.002717,West Virginia,0.024457,Wisconsin,0.005435,Nevada,0.005435,Montana,0.016304,Arizona,0.021739,Indiana,0.008152,Arkansas,0.116848,California,0.016304,Colorado,0.002717,Connecticut,0.005435,"Washington, District of Columbia",0.046196,Florida,0.016304,Georgia,0.005435,Idaho,0.032609,Illinois,0.002717,Iowa,0.035326,Missouri,0.016304,Kansas,0.002717,Kentucky,0.024457,Louisiana,0.005435,Maine,0.019022,Maryland,0.019022,Massachusetts,0.021739,Michigan,0.01087,Minnesota,0.005435,Mississippi,0.016304,Wyoming,,,,,,,,,,,,
