ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-02T13:50:44+0000,MoveOn.org Civic Action,500,999,10000,49999,0.002701,Alabama,0.033951,Pennsylvania,0.006752,Nevada,0.007234,New Hampshire,0.024547,New Jersey,0.012105,New Mexico,0.087191,New York,0.021026,North Carolina,0.000675,North Dakota,0.020206,Ohio,0.004003,Oklahoma,0.041233,Oregon,0.005353,Rhode Island,0.003569,Montana,0.005208,South Carolina,0.000965,South Dakota,0.009259,Tennessee,0.036217,Texas,0.005449,Utah,0.007668,Vermont,0.023582,Virginia,0.061825,Washington,0.002074,West Virginia,0.013262,Wisconsin,0.003279,Nebraska,0.011526,Missouri,0.005498,Alaska,0.003328,Idaho,0.0231,Arizona,0.003328,Arkansas,0.212577,California,0.029562,Colorado,0.014757,Connecticut,0.003424,Delaware,0.009549,"Washington, District of Columbia",0.033131,Florida,0.014178,Georgia,0.006993,Hawaii,0.035494,Illinois,0.000868,Mississippi,0.008054,Indiana,0.005932,Iowa,0.005739,Kansas,0.00762,Kentucky,0.004533,Louisiana,0.008922,Maine,0.019097,Maryland,0.044946,Massachusetts,0.02744,Michigan,0.019579,Minnesota,0.001495,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 a month now - your monthly donation goes directly toward the ongoing fight for protecting our immigrant youth.",2019-07-02T13:50:44+0000,MoveOn.org Civic Action,1000,4999,10000,49999,0.001086,Mississippi,0.003993,Oklahoma,0.009865,Missouri,0.003259,Montana,0.00367,Nebraska,0.00596,Nevada,0.006107,New Hampshire,0.020347,New Jersey,0.01148,New Mexico,0.103145,New York,0.021551,North Carolina,0.016471,Ohio,0.045685,Oregon,0.022784,Michigan,0.035908,Pennsylvania,0.004698,Rhode Island,0.004492,South Carolina,0.008133,Tennessee,0.03629,Texas,0.00737,Utah,0.007839,Vermont,0.021257,Virginia,0.058516,Washington,0.015033,Wisconsin,0.021022,Minnesota,0.043894,Massachusetts,0.000617,North Dakota,0.013389,Connecticut,0.002877,Arkansas,0.004815,Kentucky,0.001439,Wyoming,0.002789,Alabama,0.000881,South Dakota,0.001556,West Virginia,0.004287,Alaska,0.020964,Arizona,0.230013,California,0.033413,Colorado,0.001997,Delaware,0.017117,Maryland,0.010482,"Washington, District of Columbia",0.027041,Florida,0.013594,Georgia,0.005344,Hawaii,0.003611,Idaho,0.031856,Illinois,0.00643,Iowa,0.004345,Kansas,0.005755,Louisiana,0.007281,Maine,0.00825,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-02T13:50:44+0000,MoveOn.org Civic Action,100,499,1000,4999,0.001823,Alabama,0.044957,Oregon,0.004557,Montana,0.003645,Nebraska,0.005772,Nevada,0.007898,New Hampshire,0.020049,New Jersey,0.014581,New Mexico,0.097813,New York,0.028858,North Carolina,0.023998,Ohio,0.005164,Oklahoma,0.034326,Pennsylvania,0.001519,Mississippi,0.004557,Rhode Island,0.009417,South Carolina,0.000304,South Dakota,0.009721,Tennessee,0.039793,Texas,0.003949,Utah,0.00486,Vermont,0.017618,Virginia,0.065614,Washington,0.003341,West Virginia,0.011847,Missouri,0.015188,Minnesota,0.000911,Wyoming,0.014277,Georgia,0.000304,North Dakota,0.003038,Arkansas,0.003038,Alaska,0.024301,Arizona,0.178919,California,0.031288,Colorado,0.012758,Connecticut,0.003341,Delaware,0.008202,"Washington, District of Columbia",0.038578,Florida,0.005468,Hawaii,0.02825,Michigan,0.004557,Idaho,0.036756,Illinois,0.011239,Indiana,0.00729,Iowa,0.006683,Kansas,0.006987,Kentucky,0.005164,Louisiana,0.007898,Maine,0.019441,Maryland,0.046173,Massachusetts,0.013973,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-02T13:46:58+0000,MoveOn.org Civic Action,0,99,0,999,0.003571,Kentucky,0.035714,Illinois,0.003571,Vermont,0.035714,Washington,0.042857,Arizona,0.010714,Colorado,0.014286,Connecticut,0.007143,Hawaii,0.007143,Idaho,0.014286,Kansas,0.039286,Ohio,0.032143,Maryland,0.028571,Massachusetts,0.021429,Michigan,0.021429,New Jersey,0.010714,Oklahoma,0.028571,Oregon,0.035714,Pennsylvania,0.010714,Tennessee,0.082143,Texas,0.1,New York,0.003571,South Carolina,0.007143,Maine,0.003571,South Dakota,0.003571,Missouri,0.003571,Delaware,0.007143,Iowa,0.003571,Montana,0.003571,"Washington, District of Columbia",0.003571,Alabama,0.035714,Minnesota,0.021429,New Mexico,0.007143,North Carolina,0.014286,Virginia,0.003571,Indiana,0.003571,Louisiana,0.007143,Alaska,0.210714,California,0.053571,Florida,0.010714,Georgia,0.007143,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 a month now - your monthly donation goes directly toward the ongoing fight for protecting our immigrant youth.",2019-07-02T13:46:58+0000,MoveOn.org Civic Action,100,499,1000,4999,0.004361,Alabama,0.092835,New York,0.016822,Maryland,0.043614,Massachusetts,0.023676,Michigan,0.019938,Minnesota,0.014953,Missouri,0.002492,Montana,0.001246,Nebraska,0.006231,New Hampshire,0.03053,New Jersey,0.008723,New Mexico,0.019315,North Carolina,0.004361,Iowa,0.023053,Ohio,0.010592,Oklahoma,0.036137,Oregon,0.0081,Tennessee,0.04486,Texas,0.008723,Utah,0.006854,Vermont,0.016199,Virginia,0.049844,Washington,0.023676,Arizona,0.007477,Louisiana,0.010592,Indiana,0.004984,Arkansas,0.002492,Nevada,0.002492,Delaware,0.008723,"Washington, District of Columbia",0.009969,Kansas,0.005607,Kentucky,0.006854,Maine,0.001246,Mississippi,0.000623,North Dakota,0.003115,South Carolina,0.001246,South Dakota,0.001246,West Virginia,0.003115,Rhode Island,0.042368,Illinois,0.011215,Wisconsin,0.002492,Wyoming,0.002492,Alaska,0.209969,California,0.021807,Colorado,0.017445,Connecticut,0.042991,Florida,0.019938,Georgia,0.009969,Hawaii,0.005607,Idaho,0.026791,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-02T13:46:58+0000,MoveOn.org Civic Action,1000,4999,50000,99999,0.000853,North Dakota,0.010164,Tennessee,0.029853,New Jersey,0.010022,New Mexico,0.090198,New York,0.02175,North Carolina,0.022532,Ohio,0.004833,Oklahoma,0.035966,Oregon,0.032909,Pennsylvania,0.004336,Rhode Island,0.006681,South Carolina,0.039448,Texas,0.002843,Montana,0.006681,Utah,0.006042,Vermont,0.018338,Virginia,0.047978,Washington,0.002203,West Virginia,0.014855,Wisconsin,0.008032,"Washington, District of Columbia",0.016135,Missouri,0.00327,Nebraska,0.005828,New Hampshire,0.005899,Nevada,0.019333,Minnesota,0.001066,Mississippi,0.01585,Georgia,0.003199,Arkansas,0.000995,Wyoming,0.003767,Alabama,0.003341,Alaska,0.020613,Arizona,0.204137,California,0.030208,Colorado,0.016277,Connecticut,0.002488,Delaware,0.042434,Florida,0.004762,Hawaii,0.029711,Michigan,0.003625,Idaho,0.042931,Illinois,0.009524,Indiana,0.006326,Iowa,0.006824,Kansas,0.006539,Kentucky,0.005118,Louisiana,0.00789,Maine,0.019902,Maryland,0.044282,Massachusetts,0.001208,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-02T13:46:54+0000,MoveOn.org Civic Action,1000,4999,100000,199999,0.003628,Alabama,0.036214,Pennsylvania,0.006607,Nevada,0.005873,New Hampshire,0.022362,New Jersey,0.009256,New Mexico,0.102354,New York,0.022384,North Carolina,0.00084,North Dakota,0.023724,Ohio,0.005032,Oklahoma,0.037086,Oregon,0.005192,Rhode Island,0.003362,Montana,0.005873,South Carolina,0.001351,South Dakota,0.0095,Tennessee,0.042799,Texas,0.005394,Utah,0.006075,Vermont,0.020916,Virginia,0.048587,Washington,0.00233,West Virginia,0.016415,Wisconsin,0.003511,Nebraska,0.016011,Missouri,0.003681,Alaska,0.003404,Idaho,0.02282,Arizona,0.003138,Arkansas,0.187666,California,0.034299,Colorado,0.014554,Connecticut,0.002362,Delaware,0.010394,"Washington, District of Columbia",0.03815,Florida,0.016213,Georgia,0.004713,Hawaii,0.038225,Illinois,0.001255,Mississippi,0.012128,Indiana,0.007522,Iowa,0.005096,Kansas,0.007543,Kentucky,0.007256,Louisiana,0.006862,Maine,0.018607,Maryland,0.038171,Massachusetts,0.030437,Michigan,0.021426,Minnesota,0.001404,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 a month now - your monthly donation goes directly toward the ongoing fight for protecting our immigrant youth.",2019-07-02T13:46:54+0000,MoveOn.org Civic Action,100,499,5000,9999,0.001355,South Dakota,0.009995,South Carolina,0.007793,Nevada,0.007793,New Hampshire,0.020329,New Jersey,0.013044,New Mexico,0.064543,New York,0.023378,North Carolina,0.028799,Ohio,0.007284,Oklahoma,0.033203,Oregon,0.040996,Pennsylvania,0.011858,Tennessee,0.020329,Missouri,0.048789,Texas,0.007962,Utah,0.003219,Vermont,0.02558,Virginia,0.045739,Washington,0.01423,Wisconsin,0.001863,Wyoming,0.003388,Alaska,0.004913,Nebraska,0.005252,Rhode Island,0.004066,Montana,0.001355,Mississippi,0.001016,North Dakota,0.006268,Hawaii,0.003727,Alabama,0.027274,Arizona,0.00576,Arkansas,0.157378,California,0.029138,Colorado,0.011858,Connecticut,0.002202,Delaware,0.006099,"Washington, District of Columbia",0.056073,Florida,0.01982,Georgia,0.004913,Idaho,0.022023,Minnesota,0.040657,Illinois,0.015077,Indiana,0.011011,Iowa,0.008809,Kansas,0.011858,Kentucky,0.004405,Louisiana,0.010334,Maine,0.017788,Maryland,0.033542,Massachusetts,0.03134,Michigan,0.004574,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-02T13:46:54+0000,MoveOn.org Civic Action,500,999,10000,49999,0.001378,Mississippi,0.011182,Tennessee,0.012931,New Mexico,0.094441,New York,0.022842,North Carolina,0.027611,Ohio,0.006042,Oklahoma,0.031851,Oregon,0.03784,Pennsylvania,0.005035,Rhode Island,0.006731,South Carolina,0.00159,South Dakota,0.042557,Texas,0.007367,New Hampshire,0.007208,Utah,0.022789,Virginia,0.052043,Washington,0.002491,West Virginia,0.016959,Wisconsin,0.001749,Wyoming,0.004134,Alabama,0.00477,Arkansas,0.003445,Delaware,0.001007,North Dakota,0.023001,New Jersey,0.006254,Nevada,0.00424,Alaska,0.011977,Indiana,0.027823,Arizona,0.160104,California,0.028141,Colorado,0.015687,Connecticut,0.009857,"Washington, District of Columbia",0.045736,Florida,0.015793,Georgia,0.0053,Hawaii,0.003233,Idaho,0.03943,Illinois,0.009274,Iowa,0.004293,Nebraska,0.006413,Kansas,0.007579,Kentucky,0.006837,Louisiana,0.00848,Maine,0.019185,Maryland,0.035243,Massachusetts,0.0336,Michigan,0.020192,Minnesota,0.015528,Missouri,0.004399,Montana,0.006413,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-02T13:46:54+0000,MoveOn.org Civic Action,100,499,1000,4999,0.003094,Idaho,0.034344,Oregon,0.01547,Maryland,0.032488,Massachusetts,0.027228,Minnesota,0.003403,Mississippi,0.009282,New Hampshire,0.02104,New Jersey,0.012995,New Mexico,0.085396,New York,0.027537,North Carolina,0.008354,Oklahoma,0.0362,Pennsylvania,0.009592,Louisiana,0.054455,Texas,0.006807,Utah,0.023205,Virginia,0.046101,Washington,0.022277,Arizona,0.011757,Kentucky,0.031869,Michigan,0.020111,Missouri,0.025371,Ohio,0.00495,Rhode Island,0.009901,Maine,0.012686,Iowa,0.001238,North Dakota,0.001856,Montana,0.004641,Nebraska,0.003403,South Dakota,0.001856,Wyoming,0.002785,West Virginia,0.012067,Indiana,0.007116,Kansas,0.015161,Tennessee,0.006498,Arkansas,0.006188,Alabama,0.004332,Alaska,0.006807,South Carolina,0.042698,Illinois,0.006498,Vermont,0.003403,Hawaii,0.007426,Nevada,0.137376,California,0.027228,Colorado,0.008973,Connecticut,0.003713,Delaware,0.009592,"Washington, District of Columbia",0.048886,Florida,0.01578,Georgia,0.018564,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-02T13:46:54+0000,MoveOn.org Civic Action,5000,9999,200000,499999,0.004207,Alaska,0.007229,Utah,0.02632,North Carolina,0.025998,Ohio,0.006291,Oklahoma,0.039103,Oregon,0.036352,Pennsylvania,0.005002,Rhode Island,0.006176,South Carolina,0.001974,South Dakota,0.011828,Tennessee,0.045521,Texas,0.006792,Vermont,0.012173,New Mexico,0.024076,Virginia,0.047224,Washington,0.01958,Wisconsin,0.004449,Alabama,0.002527,Delaware,0.007379,Kansas,0.007338,Maine,0.00145,Mississippi,0.001174,North Dakota,0.002532,West Virginia,0.078938,New York,0.019396,New Jersey,0.023891,Arizona,0.012605,Indiana,0.004334,Arkansas,0.161374,California,0.035794,Colorado,0.013986,Connecticut,0.010066,"Washington, District of Columbia",0.036663,Florida,0.016444,Georgia,0.005974,Hawaii,0.004317,Idaho,0.040018,Illinois,0.010009,Iowa,0.006389,New Hampshire,0.008196,Kentucky,0.007776,Louisiana,0.019414,Maryland,0.039138,Massachusetts,0.03104,Michigan,0.02765,Minnesota,0.017192,Missouri,0.00419,Montana,0.004852,Nebraska,0.006181,Nevada,0.001479,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 a month now - your monthly donation goes directly toward the ongoing fight for protecting our immigrant youth.",2019-07-02T13:46:54+0000,MoveOn.org Civic Action,100,499,10000,49999,0.006116,Alabama,0.038755,Pennsylvania,0.00639,Nevada,0.006597,New Hampshire,0.024462,New Jersey,0.010101,New Mexico,0.083694,New York,0.024943,North Carolina,0.00055,North Dakota,0.027142,Ohio,0.005566,Oklahoma,0.038136,Oregon,0.004466,Rhode Island,0.004123,Montana,0.007215,South Carolina,0.001855,South Dakota,0.010513,Tennessee,0.041984,Texas,0.00639,Utah,0.006047,Vermont,0.024531,Virginia,0.053803,Washington,0.002817,West Virginia,0.014842,Wisconsin,0.00426,Nebraska,0.014361,Missouri,0.005085,Alaska,0.003436,Idaho,0.027898,Arizona,0.00426,Arkansas,0.172885,California,0.027967,Colorado,0.013124,Connecticut,0.003985,Delaware,0.006665,"Washington, District of Columbia",0.045626,Florida,0.017522,Georgia,0.005497,Hawaii,0.037587,Illinois,0.001649,Mississippi,0.012369,Indiana,0.008452,Iowa,0.006253,Kansas,0.009139,Kentucky,0.007146,Louisiana,0.007765,Maine,0.017866,Maryland,0.038549,Massachusetts,0.029204,Michigan,0.019103,Minnesota,0.001306,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A year ago, when Trump was separating migrant children from their families at the U.S.-Mexico border, tens of thousands of MoveOn members rose up and forced Trump to end the horrific policy. Today, hundreds of immigrant children remain in concentration camps at the border, faced with illness and even death - in U.S. custody.

We have to keep fighting this outrage with action and put an end to this hateful practice. Chip in $5 now - your donation goes directly to the fight for protecting our immigrant youth.",2019-07-02T13:46:54+0000,MoveOn.org Civic Action,1000,4999,100000,199999,0.004535,Alabama,0.036499,Pennsylvania,0.007529,Nevada,0.00711,New Hampshire,0.021342,New Jersey,0.012261,New Mexico,0.068537,New York,0.024448,North Carolina,0.001318,North Dakota,0.031878,Ohio,0.006235,Oklahoma,0.039333,Oregon,0.00419,Rhode Island,0.004042,Montana,0.006358,South Carolina,0.011583,Tennessee,0.049487,Texas,0.008958,Utah,0.006297,Vermont,0.023597,Virginia,0.04871,Washington,0.003771,West Virginia,0.020418,Wisconsin,0.001331,Wyoming,0.004867,Nebraska,0.017103,Missouri,0.004276,Alaska,0.005114,Idaho,0.024485,Arizona,0.004103,Arkansas,0.16358,California,0.029759,Colorado,0.014479,Connecticut,0.002575,Delaware,0.006075,"Washington, District of Columbia",0.046911,Florida,0.01645,Georgia,0.00658,Hawaii,0.037546,Illinois,0.001318,Mississippi,0.014405,Indiana,0.009094,Iowa,0.008318,Kansas,0.008946,Kentucky,0.005114,Louisiana,0.009587,Maine,0.017572,Maryland,0.035464,Massachusetts,0.031262,Michigan,0.02324,Minnesota,0.002009,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donald Trump’s attack on immigrants and asylum seekers knows no limits. From Border Patrol agents stripping children of their blankets and sleeping mats to outbreaks of lice and disease, the conditions of the camps detaining immigrant children are cruel and inhumane. 
That’s why we need to put an end to these camps once and for all.

Here’s what we’ll do with your help:

🏛🗽Organize a big wave of protests across the country this Tuesday, working with other allied organizations, while members of Congress are home for the July 4th holidays. 

💪🏽🆘 Work with partners on the ground to assist impacted communities. 

✊📢Spin up large-scale grassroots actions that can be deployed if needed. 

Help MoveOn combat the Trump Administration’s hateful policies and fight for immigrant children. Chip in $5 now - your donation matters.",2019-07-02T13:46:54+0000,MoveOn.org Civic Action,0,99,1000,4999,0.001035,Mississippi,0.049344,Texas,0.003796,Hawaii,0.007246,Iowa,0.008627,Kansas,0.008627,Maine,0.036577,Massachusetts,0.02381,Michigan,0.022084,Missouri,0.004141,Nebraska,0.02519,New Jersey,0.00138,South Dakota,0.004141,Vermont,0.011387,Connecticut,0.004141,Idaho,0.007591,Louisiana,0.016563,Maryland,0.015183,Minnesota,0.011732,Nevada,0.003106,New Hampshire,0.023464,Oregon,0.034852,Pennsylvania,0.010352,Utah,0.017598,Virginia,0.012422,Georgia,0.027605,Colorado,0.00069,North Dakota,0.003796,Montana,0.001035,Wyoming,0.008282,Kentucky,0.001725,Alaska,0.003796,West Virginia,0.003796,Alabama,0.005176,Oklahoma,0.003451,Arkansas,0.00138,Delaware,0.006901,"Washington, District of Columbia",0.010697,Indiana,0.026225,Ohio,0.029331,Arizona,0.007246,South Carolina,0.011387,Tennessee,0.003451,Rhode Island,0.199793,California,0.05038,Florida,0.036577,Illinois,0.012422,New Mexico,0.096618,New York,0.022429,North Carolina,0.045204,Washington,0.016218,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
