,adID,adText,adSpend,adLP,adImpress,adClicks,adCreation,adLocation_cleaned,adStates,adDate
1195,198,The family of Luis Martinez wants Dist Attorney Jackie Lacey to file chargesagainst the police officers who were involved in the fatal shooting of a yearold man On AprilHollenbeck Division patrol officers were called byMartinezs wife reporting that her husband Luis Martinez had stabbedhimself Luis Martinez was a yearold man with a broken hip from fallingover a railing from the third floor of his apartment Martinezs injuries were sosev Family Seeks Charges Against LAPD Involved in Fatal Shooting Of AMan I Black Matters Black Matters,1.88,https://www.facebook.com/Black-Matters-1579673598947501/,4.0,0.0,03/11/16 01:50 37 AM PST,New York,New York,2016-03-11
1196,199,The mother of Tamir Rice wants to inspire young activists to rally against asystem that is stacked against communities of color Samaria Rice themother of yearold Tamir Rice who was fatally shot by officer TimothyLoehmann inwill address police brutality and other important issues atKalamazoo College in Michigan on Wednesday She wants to speak out atthe college in order to inspire students to stand up against Samaria Rice ToSpeak At Michigan College I Black Matters Black Matters,1000.0,https://www.facebook.com/Black-Matters-1579673598947501/,3484.0,320.0,03/11/16 01:49:33 AM PST,New York,New York,2016-03-11
1197,200,Since history men have developed fetishes on the curve body figures of blackwomen making them feel like sex objects Alessandrai Rhines explains why itis wrong to use black women as experiments Since history men havedeveloped fetishes on the curve body figures of black women making themfeel like sex objects Black women have been made to feel like they are highlysexualized beings since slavery Poet Alessandria Rhines performed atButton Poetry Live in Januaryexplaining in her p Alessandrai RhinesExplains Why It Is Wrong To Use Black Women As Experiments I BlackMatters Black Matters,200.0,https://www.facebook.com/Black-Matters-1579673598947501/,359.0,29.0,03/11/16 01:48:30 AM PST,New York,New York,2016-03-11
1198,201,Marylands Highest Court on Tuesday ordered a Baltimore police officer totestify against his colleagues who were also charged with Freddie Graysdeath Baltimores police officer William Porter is set to testify against hiscolleagues who sort the death of Freddie Gray under the grant of limitedimmunity which means that what he says cant be used against him duringhis own trial as the court ordered The Court of Appeals gave no reason forthe d Second Freddie Gray Trial Said Officer Must Testify Against CoDefendants I Black Matters Black Matters,144.32,https://www.facebook.com/Black-Matters-1579673598947501/,391.0,39.0,03/10/16 04:07 33 AM PST,New York,New York,2016-03-10
1199,202,University of Missouri assistant communications professor is appealing herfiring last month over her role in racism protests last year Melissa Click whowas caught on tape cursing student journalists and also police officers duringprotest last year stated on Tuesday that her dismissal on Febbyuniversity system curators was unprofessional In their decision to terminatemy employment the curators bowed to conservative voi Missouri ProfessorDismissed Over Misconduct Files Appeal I Black Matters Black Matters,7.47,https://www.facebook.com/Black-Matters-1579673598947501/,7.0,0.0,03/10/16 04:07:22 AM PST,New York,New York,2016-03-10
1200,203,A seventhgrade student at a private school in Hopewell Virginia was told byschool administrators he must remove his dreadlocks if he wanted to stay inthe school A seventhgrade student at a private school in Hopewell Virginiawas told by school administrators he must remove his dreadlocks if he wantedto stay in the school Isaiah Freemanhas had dreadlocks at the WestEnd Christian School since third grade It therefore came as a surprise to hisfa SeventhGrader Told To Cut Dreadlocks Or Leave The School I BlackMatters Black Matters,145.67,https://www.facebook.com/Black-Matters-1579673598947501/,432.0,42.0,03/10/16 04:07 06 AM PST,New York,New York,2016-03-10
1201,204,She didnt only win the women champions against Maria Sharapova lastyear but now she is on her way to being the highest paid On the fact of itAmerican sports are dominated by Black Americans Talk of BasketballSoccer American football Athletics and the like we have represented thenation on an international level and almost always brought glory to this nationThis is because Black culture has imbibed into us drive Serena Williams WillBe Worlds Highest Paid Female Athlete I Black Matters Black Matters,3.4,https://www.facebook.com/Black-Matters-1579673598947501/,19.0,2.0,03/14/16 06:11:54 AM PDT,New York,New York,2016-03-14
1202,205,Unrepentant hateful Trump supporter enjoyed sucker punching black man atrallyncrallynexttimewemighthavetokillhim Following statements from hisemperor saying hed like to punch a protester in the face Donald Trumpsupporter John McGrawwas caught on video sucker punching a blackman during a rally Wednesday in Fayetteville North Carolina Videos postedto social media showing several angles of McGraws Trump Supporter WhoPunched Black Man at NC Rally Next Time We Might Have to Kill HimBlack Black Matters,5.46,https://www.facebook.com/Black-Matters-1579673598947501/,10.0,0.0,03/14/16 06:11:31 AM PDT,New York,New York,2016-03-14
1203,206,A St Paul Police sergeant who posted on Facebook run them over aboutBLM protesters wont face any criminal chargesfree The sergeant Jeffrey Rothecker in his Facebook comment referred toprotesters as idiots He wrote about how drivers could even escape charges ifthey ever killed any of the protesters during protests He out smarted thepolice department and resigned before any disciplinary actions were takenThe Police Says Run Them Over And Goes ScotFree I Black MattersBlack Matters,11.77,https://blackmattersus.com/4678-police-says-run-them-over-and-goes-scot-,15.0,0.0,03/14/16 06:11:09 AM PDT,New York,New York,2016-03-14
1204,207,Trump said You know Barack ObamaAfricanAmericanif I were AfricanAmerican I would be so angry at him I will do more for the AfricanAmerican people in one year than Barack Obama has done in his sevenyears soon to be eight years and then by the way hes out and thankgoodness OK The controversial Trump has made so many promisesespecially to AfricanAmericans during his recent campaigns Some of thesepromises include Trump saying Im going to unify the country Trump toldthousands of people at a rally in this suburb of Detroit Im going to unifyblacks and whites A Donald Trumps Promises to AfricanAmericansBlack Matters Black Matters,7.71,https://www.facebook.com/Black-Matters-1579673598947501/,45.0,5.0,03/14/16 06:10:15 AM PDT,New York,New York,2016-03-14
1205,208,Governor of the State of Mississippi has proclaimed the month of Aprilas Confederate Heritage Month We dont want to honor racism slavery andhatred Yet this is what Confederate Heritage is The Confederate flag isAmericas most potent symbol of white supremacy Symbols of hate have noplace in our governmentJoin our Not My Heritage Rally atpm on March thMississipi stJackson MississipiMore info,2.21,https://www.facebook.com/blackmattersus/,21.0,0.0,03/18/16 07:54:09 AM PDT,Jackson Mississippi,Mississippi,2016-03-18
1206,209,Wakiesha Wilsonwas found dead on Easter Weekend at the LAPDsdetention center in jail cell According to ABC report the black womanWakiesha Wilson had a disagreement with officers before she was founddied Wilson spoke to her lovely family that v Black Woman Found Dead InJail Cell After Arguing With Detention Officers I Black Matters Black Matters,3.5,https://blackmattersus.com/6189-black-woman-found-dead-in-jail-cell-after-,18946.0,1276.0,04/06/16 08:48:17 AM PDT,Atlanta Georgia,Georgia,2016-04-06
1207,210,Bill Clinton angrily tells Black Lives Matter protesters that they are defendingthe people who kill the lives you say matter Finally the Clintons are showingtheir true colors On Thursday former President Bill Clinton gave Black LivesMatter protesters another reason to be cautious of Hillary On the campaigntrail for Hillary in Phil Bill Clinton Confronts Black Lives Matter ProtestersBlack Matters Black Matters,1.0,https://www.facebook.com/Black-Matters-1579673598947501/,20386.0,2363.0,04/08/16 08:21:47 AM PDT,,,2016-04-08
